sentence,label
"নোয়াখালী বিভাগ হোক আর না হোক...জাতি জানতে চায়,আমি বকতে বকতে কেমনে তুর টপ ফ্যান হইলাম ।",না
"মেয়ের হাতে ধর্ষিত হবার পরে রাগে, দুঃখে লজ্জায় নতজানু আরিপ্পা মাদারচোদ। কি এক্সপ্রেশন দেখা না। বাল আমার ধুর! দিনটাই খারাপ যাবে এই বালের মুখ দেখে।",হ্যাঁ
দেখে মনে হচ্ছে কাজ খুঁজছেন! বাসায় বুয়ার কাজ করবেন? ,হ্যাঁ
"দোকানে টানানো নায়িকাগো পোষ্টারের সামনে খাড়াইয়া একা একা যে অভিমান (চো,,,ও) তা বুঝতে পারছি। হিন্দু, খ্রিষ্টান ভাইরা এগিয়ে আসুন। আমি ৬ রোজা রাখছি, কিছু বললে রোজা হালকা হবে।।",হ্যাঁ
নারে ছবিটা খুব সুন্দর আসছে ।,না
বাহ্ দুইবোনকে খুব সুন্দর লাগছে ।,না
সারাদিন হাগিনাই। আয় আজ পায়েস খেয়ে তোর মুখ ভরে হেগে দিই!,হ্যাঁ
রীতি নীতি বিস্বর্জন দিয়া গে হইয়া যাঁইতে মন চাইতাছে ।মানে তরে বলাৎকার করতে ইচ্ছা করতাছে । তুই এত এপিক কেন ? ,হ্যাঁ
চশমা তোর গাড়ে ভরে দেব যাতে হোগায় থাকা চোখ বঞ্চিত না হয়।,হ্যাঁ
"ভস আপনি চালিয়ে যান, হেটার্সদের কথা কানে নিবেন না মাদারবোর্ড।",হ্যাঁ
দিন টা কেমন যাবে কিছুটা আচ করতে পাচ্ছি।সকাল সকাল এরে দেখে দিন শুরু! ভাবা যায়!! ,না
" চুদিরভাই বাল উঠার পর পর নিজের বিচিটা যেমন দেখা যায়, আপনার খোমাটা তেমন দেখা যাইতাছে আজকে মনটা খুব ভালো তায় আপনার ছবিতে মসলা যুক্ত করলাম না ভাই আপনি আসলেই একটা বাইঞ্চোদ ব্রোও ।",হ্যাঁ
খাঙ্কীমাগী তোর হিজাব কই।,হ্যাঁ
খানকির'ছেলে নাম পাল্টা ।,হ্যাঁ
"এ ভাই, ম্যাচটা যাতে না হারি প্লিজ দোয়া কর, আগের ম্যাচে তুই পিক আপলোড দিছছ জেতা ম্যাচ হারছি. এইটা হারলে খবর আছে তর  ।",হ্যাঁ
মুখ দেখে মনে হচ্ছে সকাল থেকে ডায়েরিয়া শুরু হয়েছে ।,হ্যাঁ
তোর বাপের উপ্রে ৩ টা এক্স গার্লফ্রেণ্ডের অভিশাপ পড়ায় তুই জন্মাইছোস. বাইঞ্চোদ  ।,হ্যাঁ
"ভয়ে শালার পোস্টে কমেন্টস করি না, যদি টপ ফ্যান হয়ে যায় আমি!! পাড়ায় মুখ দেখাতে পারব না ",হ্যাঁ
" তোমাকে অনেক বার বলেছি,শুধু শুধু আলগা গোফ লাগিয়ে পাব্লিককে বোকা বানানোর বৃথা চেষ্টা করো না।কারণ তুমি যে হিজরা সেটা পাব্লিক এমনিতেই জানে। কিন্তু তুমি আমার কথা পাত্তাই দিলে না।দেখো এখন, পাব্লিক তোমাকে কিভাবে ধুয়ে দিচ্ছে
",হ্যাঁ
১২ সেন্টিমিটার ব্যাসার্ধ বিশিষ্ট একটি গাছের চারপাশে যদি তুমি সমদূরত্ব বজায় রেখে ১০০ কি.মি/মিনিট বেগে সমদ্রুতিতে প্রদিক্ষন করতে পারো তবে তুমি এই টেকনিকে নিজের গোয়া নিজেই মারতে পারবা!,হ্যাঁ
 চত্মারানি ।               ,হ্যাঁ
এই মডেল (!) জীবনে যা গাইল খাইছে গিনেসরেকর্ড বুক এ ওর নাম না থাকলে হজ্ঞলের পাপ হইবে ।,হ্যাঁ
কোন এক প্রাণী লাভ রিয়েক্ট দিছে  ।,না
মন খারাপ থাকলেই তোর পেজে ঢুকি গালাগালি করি আর মন ভালো হয়ে যায়।খানকির পোলা ।,হ্যাঁ
দুই বোনের এতো সুন্দর দৃষ্টি নন্দন ছবি দেখে যদি আপনার মুখে গালাগালি না আসে তাহলে আপনি ওলি-আউলিয়াগনের কাতারে সামিল হয়ে গেছেন ।,হ্যাঁ
আজকে অর্থ মন্ত্রী বাজেট পেশ করছে। বাজেট দেখিয়া এমনিতেই মাতা নষ্ট। মন চাইতেছে হিরো আলম কে দিয়ে দনুটারে চুদাই ।,হ্যাঁ
"দেখার পর থেকে মন থেকে শুধু একটাই ইচ্ছা হচ্ছে যে তর মুখে মুইত্তা দেই আর এতিম মাইয়াডারে কইত্তে আনচছ রে,হুইংগা মাইয়াডারে শেষ কইরা লাইতাছস ।",হ্যাঁ
তুই কবে মরবি ভাই বল আমি তরে কোন উপকার করলে তর মরার জন্য সুবিধা হয় প্লিজ আমাকে জানাবি আমি তর টেক্সট এর অপেক্ষায় আছি ভাই।,হ্যাঁ
সাথে কার এই মগা মগা মাইয়া গুলা কি এলিয়েন নাকি!! দুনিয়ায় আর মানুষ পাইনা এই আরিপ্পার সাথে ডলাডলি করে ভাভা গো ভাভা! ভাভা যায় এগ্লা ।,হ্যাঁ
এদের মতো মানুষের গোয়ার মধ্যে সাপ ঢুকায়া বীন বাজাতে হয়। আর বাজানো থামাতে হয়। কারন যখন বিণ থামবে তখন সেই সাপ এই লোকের গোয়ায় কামড় দিবে। তখন বুঝবে জ্বালা কারে কয়  ।,হ্যাঁ
ওরে গালাগালী কইরা পৃথিবীর ১২০ কোটি মানুষ আত্ততৃপ্তি পেয়ে সুস্থ আছে।,হ্যাঁ
দোকান খুলেই যখন মোবাইলটা হাতে নিয়ে ফেসবুকে ডুকেই যখন তোর এই ভিডিও খানা দেখলাম তখন চিন্তায় আছি আজ বেচাকেনা কোথায় যাবে।,হ্যাঁ
আরে তোরা তাবিজ্জাকে নিয়ে পড়ে আসিস  ওদিকে নাইকার গায়ে মাছি পড়ছে সেদিকে খেয়াল আছে? গুএর মধ্য থাইকা তুলে আনছে আবার দেখ। বার বার দেখ। টপ ফ্যান। চোখ ফাকি দেয়া সস্তা না ।,হ্যাঁ
তরে দিয়া রাখছি শুয়ার যেন তরে গালি দিতে দেরি না হইয়া যায় তবুও নোটিফিকেশন আসতে দেরি হইয়া যায় ।,হ্যাঁ
এই হালারপো এর জন্যে দেশে কাজের বুয়া পাওয়া যাচ্ছে না! শালার পাঠা ।,হ্যাঁ
"এই গরমের মধ্যে তুরে যদি চন্দ্রনাথ পাহাড়ের উপ্রে তুলে ল্যাংটা করে হুগাটা সূর্যের দিকে দিয়ে বাইন্ধা রাখা যাইতো তাহলে রোদে পুড়ে তোর বিচি দুইটা খসে পড়ে তুই আসল নারীতে রুপান্তরিত হইতি..... তুই মাদার্সোদের ছবি দেখে  
 ।গরমের তীব্রতা যেন আরো বেড়ে গেছে ।",হ্যাঁ
"বক্সুদ মাইয়াগুলা ও কেমন, ঘুরেফিরে আরিফ্ফা আর হিরো আলমের কাছে যায়।",হ্যাঁ
কি ভাগ্য আপনার প্রথম কমেন্ট করছেন ।,না
"সকালে উঠলাম,দাঁত ব্রাশ করলাম,হাতমুখ ধুইলাম.. চায়ের কাপটা হাতে নিলাম.. ফেইসবুকে ঢুক্লাম, চোত্রামানি দেখলাম ।",হ্যাঁ
এই গান শুনার পর আমার সাথে থাকা দুইটা বিচি থেকে একটা বিচি খুঁজে পাচ্ছি না ।,হ্যাঁ
গালি উৎসবের দিনের প্রথম অধিবেশনে স্বাগত জানাই।,হ্যাঁ
"মাননীয় অর্থমন্ত্রীর কাছে আমার আকুল নিবেদন,এই বাজেটে আরিপ্পা মাদারচুদকে যারা অতি সৃজনশীলতার সাথে বকে,তাদের জন্য স্পেশালভাবে কিছু অর্থ বরাদ্দ করা হোক!!!",হ্যাঁ
"যা বাইনচোদ, এবার সন্তান নিয়ে সুখী হ।।।",হ্যাঁ
"হারানো বিজ্ঞপ্তি!! সকাল থেকে কাজের বুয়াটাকে খুঁজে পাওয়া যাচ্ছেনা পড়নে ছিলো নীল রঙের থ্রি-পিস কেউ যদি খোঁজ পেয়ে থাকেন, জানানোর দরকার নেই।",হ্যাঁ
"এই ভিডিও দেখার সময় আমি খুশির ঠেল্যায় পাশে রাখা 7up এর পুরা বোতল এক নিশ্বাসে শেষ করে দিয়েছি,, কিন্তু দোকানদার এখন আমার কাছে ১ লিটার সয়াবিন তেল এর টাকা চাচ্ছে কেন,, বুঝলাম না। ",হ্যাঁ
"শুয়োর তোরে দেখলেই আমি মানুষিক ভাবে ভেঙে পড়ি এই পৃথিবীতে তোর মত এলিয়েন থাকার পরতো কোন সভ্য মানুষ বেঁচে থাকার কথা নয়, তাই নিজের বিবেকের কাছে আমি প্রশ্নবিদ্ধ ।",হ্যাঁ
দুই নাম্বার ছবি তে গাছের একটা দিখ তুর হুগা বরাবর মেয়ে একটা ধাক্কা দিখ রোমান্টিক ভাবে আর তুই পরে যাবি চুদির ভাই বাহ খেলা জমে যাবে তখন ।,হ্যাঁ
ভাই এত বাজে কমেন্ট কইরা কি লাভ... ও পড়তে পারে না... পড়া লিখা করে নায়.... অ****** মেবি যদি পড়তে পারত আজকে শিক্ষিতর অধিকার দেখিয়ে পেইজ টা অফ কইরা দিব ।,হ্যাঁ
"ফাক,নটিফিকেশন আইলো আমি বলে টপ ফ্যান,,আল্লাহ মাফ করুক,ঈশ্বর ক্ষমা করো,জীবনে বহুত পাপ করছি,বাট উপরওয়ালা সব মাফ করলেওহয়তো রিডা মাফ করবো না ।",হ্যাঁ
গাছের ডালে ঝুলে আছে দুটি নীল কাউয়া! দুইজনে ঝগড়া করে কার কত বড় শাউয়া!,হ্যাঁ
একজন মানুষের শরীরে ৫-৬ লিটার রক্ত থাকে মোট। সে হিসেবে প্রায় ১২-১৩ ব্যাগ। আরিব্বাই- আফনে ১৩ ব্যাগ থেকে ১ ব্যাগ দিলে কিচ্ছু হবে না। আর আমি সবাইকে বলে দিব- যেন আপনাকে কেউ গালি না দেয়। আর যাই হোক- একজন সম্মানিত রক্তদাতাকে ত আর গালি দেয়া যায় না। কি বলেন আপনি ?,হ্যাঁ
কুকুরের বাচ্চাটাও মোটরসাইকেল চালায়।,হ্যাঁ
বাইকটা হোগার ভেতরে ভইরা রাখ চোদনা ।,হ্যাঁ
আমার দুক্ষ একটাই তরে সি ফাস্ট দেওয়ার পরে ও সবার আগে গালি টা দিতে পারি না তার আগেই তর কমেন্টবক্স গালিতে ভইরা যায় ।,হ্যাঁ
"বাজাজ অচিরেই মামলা করবে, বাংলাদেশে এভেঞ্জারের ব্যবসা লাটে উঠালো ।",না
দুচির ভাই লাল থাকবেই থাকবে। হ্লারপু ব্যাগ নিয়া ফিতরা আনতে গেছিলো মনে হয়।।,হ্যাঁ
টপ ফ্যান হিসেবে সবার আগে গালি দেয়ার অধিকার চাই!,না
"শালায় অনেকদিন পর একটা দাওয়াত পাইয়া অনেক খুশি, ভাল মন্দ একটু খাইতে পারছে ।",হ্যাঁ
ঢাকা শহরের সবকটা কাজের মেয়ের হগা মারা শেষ করে এখন ইংলিশের গয়া মারা শুরু করেছিস রে মাদারি? ,হ্যাঁ
হারামজাদা টা প্রাংক বানান ভুল করছে ।,হ্যাঁ
তুমি এভাবে চ্যাগায় গেলে কিভাবে?,হ্যাঁ
জি স্যার! আপনিই বাংলার নেক্সট গুরু। যিনি নিজের পেইজে জেমস ভাইকে উনার প্রতিদ্বন্দ্বী বলে ভিডিও শেয়ার করেছে। ইনশাল্লাহ ভাই দেখবো আপনার এই অহংকার আর অন্ধ ভক্তগুলো আপনাকে কতদুর ।,না
বর্তমানে সব চেয়ে অসহায় অবস্থায় আছে  ফ্যানবেজ! নোবেল কদিন পর পর এক একটা নতুন নতুন ইস্যুর জন্ম দিচ্ছে..আর তার ফ্যানবেজ তার নিত্যনতুন জন্ম দেয়া ইস্যু ডিফেন্স করতে করতেই শেষ!  বেচারার দল।,না
"""ভাইয়া একটা গান শুনাই? কেনো ‘সাবস্ক্রাইব’ গুলো নাই আই আই আই আই? ‘সাবস্ক্রাইব’ গুলো ফিরে চাই আই আই আই আই! ।",না
"কাশ্মীরে কিছু ঘটতে যাচ্ছে। কাশ্মীরে ১৪৪ ধারা জারি,মুসলিম নেতারা গৃহবন্দী,স্কুল-কলেজ বন্ধ,নেটওয়ার্ক বন্ধ।আল্লাহ মুসলমানদের রক্ষা কর ।",না
 অনেকদূর এগিয়ে যাবে।  বানীতে সব নোবেলের অন্ধভক্ত। জয় হোক । জয় হোক ভক্তদের।,না
"""ভাই এত্তো কিছু বুঝি না আপনি ঢাকায় আসেন, আপনি আর  মারামারি লাগান দেখি কে জিতে এরপর আমরা না হয় তার সাপোর্ট যাবো ।",না
"সব কিছুতে নাক গলাইয়া নিজেরে পন্ডিত ভাবা বোকামি। ভাবছে সবাই তার মুরিদ, যা গিলাবে পাবলিক তা গিলবে  নোয়াখাইল্লা  ।",হ্যাঁ
" ভাইয়া আমরা একটা বিষয় নিয়ে হাপিয়ে যাচ্ছি,  প্লিয অন্য কনো বিষয় নিয়ে ভিডিও বানান প্লিয।",না
এবার রোস্টারকেই রোস্ট করে বাসর রাতের মজা লুফে নিচ্ছে বাঙ্গালী!,না
আজাইরা কোনো কাজ না থাকলে কি করতে হয় তার ১ মাত্র উদাহরণ হলো  ।,না
পাগলা হাওয়ার তরে  লুঙ্গী আকাশে উড়ে ওরে ওরে হাওয়া থাম নারে  লুঙ্গি পরছে বহুদিন পরে  ।,না
আশ্চর্য!!! আপনি পিছনে এভাবে লেগে পরসেন ক্যান ভাই ।,না
ভাই সাফিন ইস্যুর কি হলো?,না
আপনি আপনার সাবস্ক্রাইব সংখ্যা শো করেন। লাইক-ডিস লাইক শো করেন। আপনার জায়গায় আপনি স্টেন্ড দাড়ালে এগুলো অফ করছেন কেন৷ খুলে দিন৷  যারযার মতো করে আনসবস্ক্রাইভ কমছে দেখে শান্তি পাবে। আর গালি দেবে না ।,না
 এমন করবে ভাবিনি,না
আপনার মতো  ও এক দিন বাঁশ খাবে ওই দিন আমিও তার পোষ্টে গিয়া কমেন্ট করমু আর মজা নিমু  ।,না
বাংলাদেশের জাতীয় পশু বাঘ হবার যৌক্তিকতা কি?  • এদের সামনেই মানুষকে কুপিয়ে হত্যা করা হয়। ,না
" আপনি আপনার মত কাজ চালিয়ে যান। দেখবেন, আপনি একদিন দেশের সেরা একজন বাইনঞ্চোদে পরিনিত হয়ে গেছেন।",হ্যাঁ
",চল তাহসিনেশন প্রাইজ চালু করি। ওনার কাছে নোবেল প্রাইজ কিছুই না ।",না
"কিন্তু শত এর মাঝে কয়জন ভাই এর মত 'কেন তুমি নাই' গান গাইতে পারবে বলেন। সারেগামাপা  এ আসলে এর """"কেন তুমি নাই"""" গাওয়া উচিত ছিল।",না
প্রত্যেকটা শিল্পী এক এক জন একেক জনের প্রতিদন্ধী.. যে মোনালী ঠাকুর সারেগামাতে  ছিলো সেই  কিন্তু পরে বিচারকদের সাথে বসে বিচার করেছে ।  ,না
অহংকার ছাড়া মানুষ নাই!  যে বাংলাদেশের হয়ে ভারতের মত এত বড় একটা রাষ্ট্রের ঐ রকম একটা প্লাটফর্মে ফাইনাল রাউন্ডে গেছে এটা নিচ্চয় অহংকারের!! ,না
আমি  ফান না তবে জাতীয় সংগীত নিয়ে নোবেল এতটা বিতর্কিত কিছু বলে নি যেটা আপনার চেতনায় লাগবে। এটা ছিল আপনাদের বাড়াবাড়ি। ,না
আগেই দেখছি।কিন্তু কেউ ই এটা নিয়ে মন্তব্য করেনি।আপনি যে কতটা  আর কতবার নিজেকে পরিচয় দিবেন?নিজের খেয়ে দেয়ে কি কাজ নাই?অন্যের খুটি নাটি এটা সেটা ত ক ।,না
"কাউকে নিয়ে আপনি এত সমালোচনা করছেন বাট সে আপনাকে নিয়ে একটা পোস্টও দিলোনা, ব্যাপারটা সত্যিই আপনার জন্য লজ্জাজনসুইসাইড করেন ভাই, আপনি তার থেকে কোনো সাড়া পাননাই তাই! ",না
"সালা আসলেই একটা আগাছা, । কিছুক্ষন পর দেখা যাবে প্রধানমন্ত্রী বা রাষ্ট্রপতি কে দার করায় দিবে। আরে ব্যাটা নোবেল তো ১ দিনের জন্য হলেও বাংলাদেশ কে রিপ্রেজেন্ট করসে, তুই কি বালডা ছিড়ছোস???  ",হ্যাঁ
"গত ২৪ তারিখ রাতের কথা। কথার প্রসংগে  বলছিলাম ভাই আপনি তো এখন অনেক বড় সেলিব্রিটি..  সাথে সাথেই উত্তর দিলো সে, না রে ভাইয়া ।",না
পরিবেশটা সুন্দর না??কোনো হৈচৈ আছে??তাহসিনেশন জাস্ট তার ফ্যামিলি আর দেশের মানুষের পাশে দাঁড়িয়েছে..সে কি কাউকে গালি দিয়েছে কারো বিরুদ্ধে বলতেসে?তবুও একদল লোকে বলবে  ভালা না  ।,না
অথচ  ভাবছে কমেন্ট করা মানুষগুলো তার হেটার।এরা সবাই (আমি সহ) একসময় তার ফ্যান ছিলো।কিন্তু তাহসিন আপনি ভারতের দালালি করে আর ঠাকুর সাহেব কে ভিলেন থেকে হিরো বানিয়ে অর্ধেক গালি খাচ্ছেন আর  ।,না
সারেগামাপা তে তৃতীয় হইয়াই যে অহংকার হইছে নোবেল যদি ইন্ডিয়ান আইডল হয় তাইলে  ডাক দিয়া কইবো ওই শানু যা চা নিয়া আয় ।,না
"আবালের বাচ্চা গুলা ২ দিন ধইরা  রে পাইয়া অনেক বেশি বাইড়া গেছে। যেই ভাই আমাদের ইউটিউব এর পরিবেশ সুন্দর রাখার জন্য এতো কিছু করলো, আজকে তাকেই অপমান এ থেকে খুব পরিষ্কার ভাবে প্রমাণ হয়, আমাদের দেশের মানুষ কতো  ।",হ্যাঁ
ভাই রে ভাই..আপনি নিয়ে এত চিন্তিত কেন এখনো বুঝতেসিনা।কাজ না থাকলে দেশে এসে বন জঙ্গল সাফ করেন,না
আরো কপি করে পেস্ট করবোসব হেটার্সদের চা ঢেলে দিবএকটা ভিডিও এক লাইন খারাপ হইছে বলে আনসাবস্ক্রাইব করবো?,না
ভাই তুই গ্রামের মহিলাদের থেকেও খারাপ...অরা যেমন কোন না কোন বাহানা খুজে বেরায় ঝগড়া করার জন্নে ।অর থেকেও লো কুয়ালিটি  ।,হ্যাঁ
"ডিয়ার , আমরা  পক্ষে না, বরং জাতীয় সংগীত নিয়ে আপনি যে ভাষায় আপনার বিরোধী মতের বিপক্ষে সেটার বিরোধী। তাই চটি পিয়াল গংদের নিয়ে ফ্যান বেইস না গড়ে বরং রাজনৈতিক নিরপেক্ষ অবস্থা ।",হ্যাঁ
"নোবেলের তো বাল্ডাও ছিড়তে পারলানা, উলটা সাবস্ক্রাইবার হারাইলা! এখন আবার আইছো নোবেলের ভুল ধরতে! শ্লা, তুই কি শুধরাবি না ।",হ্যাঁ
আপনার মনে এত্ত হিংসা!!! নোবেলের সাবস্কাইবার ১মিলিয়ন  এটা আপনি কিছুতেই সহ্য করতে পারছেন না!,না
"রে নিয়ে চুল্কায় চুল্কায় নিজেরে আরো নিচে নামায়তেছে।সাবস্ক্রাইবার কমে দেখে, ভিডিওটে ডিসলাইক পড়ে দেখে এখন ইউটিউবে সেটা দেখানোর অফশনও অফ করে দিছে ।",না
আমি কিন্তু  ফ্যান নই। তবে তাহসিন ভাই অন্যের খুঁটি নাটি দোষ খোজা বাদ দিয়ে শিথিল ভাবে জীবন যাপন করেন। খুব ভালো লাগব ।,না
নিজে মিলিয়ন এ যাওয়ার জন্য  ভিক্ষা চায়। আবার সে নোবেল এর মিলিয়ন প্রমোট করে নোবেল ম্যান কে আরও ফেমাস করে  ।,না
ভাই তুই ডিপ্রেশনে আসস।চিন্তা করিস না মাত্র  বছরে এখান পর্যন্ত আসছস।ইনশাআল্লাহ আগামী  বছরে  মিলিয়ন হয়ে যাবে ।,হ্যাঁ
"দেখো আমি  ফ্যান না তার পরে ও বলতে হচ্ছেঃ- এগুলা করে ওর ইমেজ নষ্ট হচ্ছে না,বরং তোমার লস হচ্ছে।দেখে এসো তোমার ইউটুব সাবস্ক্রাইব এর কি অবস্থা ।",না
আপনার সাবস্ক্রাইবার কাউন্ট বক্সটা হাইড করে রেখেছেন কেনো?  ভয় হয় যদি একজনের দেখাদেখি অন্যজন আনসাবস্ক্রাইব করে তাই ।,না
যে  মত গায়ক কে স্যার বলে অথছ তার গুরু সমতুল্য  নাম ধরে ডাকে তার কাছে কি ভাল কিছু আসা করা জায় ।,না
"সবাই মনে হয়  ভুলে গেছে এই বেচারাও জন উদীয়মান শিল্পী! উনার খুব জ্বলতেছে, কেউ একটু ঢেলে দেন!",হ্যাঁ
খানে আসছিলাম কমেন্ট পড়তে কিন্তু নির্বাচনের মত কে জানি আগেই আমার গালি টা দিয়ে দিলো তাই আমি আর গালি দিলাম না পরের বার কুব সুন্দর করে মাদার*দ বলব. ।,হ্যাঁ
"ভাই আপনি এখন উত্তেজনায় আছেন সিরিয়াসলি।  আপনি এমন সব কথা নিয়া বিশ্বযুদ্ধ বাধাই দিতেছেন যার দরদাম খুবই কম, আশেপাশে কত অসংগতি আছে সেগুলো নিয়ে কথা বলেন ।",না
 তুমি মানসিকভাবে আসলে অসুস্থ হয়ে গেছো। তুমি তোমাকে বড় করার জন্য বারবার  কে ছোট করার চেষ্টা করতেছো ।,না
তর কি মান সম্মান নাই? তুই বারবার  নিয়া পোস্ট দেস ভিডিও বানাস নোবেল তরে বাল দিয়াও বারি দেয় না। তরে গুনার টাইম নোবেলের নাই। লজ্জা সরম কিচ্ছু নাই তর ।,হ্যাঁ
এর ধর্ম নিয়ে আমার সন্দেহ হয়। উনি ব্যাপার টা পজিটিভ বানাইছে । আর  জাতীয় সঙ্গীত কে অপ্রাসঙ্গিক বলছে এইটা নিয়া ওর জ্বালাপোড়া হচ্ছে।,হ্যাঁ
"ওরে বেটা,  কারো চরিত্র বিচার করে ফ্যান হইলে আগে  ফ্যান হইতাম। আমরা তাদের শিল্প দেখে ফ্যান ।",না
 কে নিয়ে বিন বাজিয়ে সবাই বাহবা দিয়েছে জন্য আপনি ভাবছেন এবার যেটা না সেটা নিয়েই সমালোচনা করা যাবে ।,না
খন আপনের অন্যের পাছায় আগুল দেওয়া কার্যকলাপকে যদি সাপর্ট করা শুরু করে সবাই তাইলেই ঠিকাছে ভাইয়া ।,হ্যাঁ
",ভাই  এই ইহ জিন্দেগীতেও  ভাইর জনপ্রিয়তা কিংবা সুনামের ধারেকাছেও যেতে পারবেনা। সো এতে আপনি বলার কিছুই নাই সেটা আমরা জানি ।",না
"ভাই তর কি কোনু কাম কাজ নাইই,সারাদিন  রে লইয়া এত্ত পইড়া আছিস কেন,,তুই বেকার থাকলে নোবেল রে গিয়া ক ওর গিটার মুছনি কাজ টা তরে দিয়া দিবো নে,হ্লা আবাল ।",হ্যাঁ
ওই দিক থেকে কোনো সাড়াই পাওয়া যাচ্ছে  না....সো স্যাড :') স্মার্ট ভাবেই এরিয়ে যাচ্ছে   আর হয়তো কদিন মিডিয়ার সামনে এসে বলবে... আবার কে ।,না
"ফুল দিও, কলি দিও কাটা দিও না আস্তে আস্তে সরি চাইও, দুঃক্কু পাইও নাহ! সো সেড মেন, সে কি করবে এখন কিছু ই বোঝতে পারতাছে না।",না
"আমি ভাই কোন বালের ফ্যান না, তার পরেও তুরে গালি দিতেছি, কারন সবাই যা করছে তাই করছি, তবে কেন করছি জানিনা  ।",হ্যাঁ
এখানেই বোঝা জায় কে সেরা।।আপনি কয়দিন থেকে কে নিয়ে রোস্ট করছেন।।এত সমালোচনা হচ্ছে।।নোবেল কে ছোট না করলে আপনার ঘুম হারাম হচ্ছস ।,হ্যাঁ
"ইশ! ব্যাকগ্রাউন্ড মিউজিক টায় """"পাগলা হাওয়া এর জায়গায় """"কেনো তুমি নাই নাই... আই আই"""" মিউজিকটা দিলে ভালো হতো না?",না
 পিছনে উঠেপড়ে লাগছে এই পাগ্লাটায়  ।,হ্যাঁ
"আরে ভাই রাখেন  গান গেয়ে উপরে উঠছে মানা যায়,,আপনি যে ইসলাম এর এতোই পক্ষে থাকেন তাহলে গীবত কেন করেন?",না
" রাইভল না আইডল ভাবে।আইডল শব্দের মানে যাদের আমরা ফলো করি, যাদের মত হতে চাওয়ার লক্ষ্যে নিজেদের গড়ি।",না
ইটা একোটেশন মুর্খ তাসিন।অনুপ্রেরনামুলক কোটেশন। কেউ যদি নিজের আইডল কেও ছাড়িয়ে যেতে সেটা দোষের কিছু না।প্রকৃত লেজেন্ড রাও তাই চায় ।,হ্যাঁ
নেন যত যাই করেন আপনি যা কাহিনি করতাছেন এর মাসুল আপ্নারে দিতেই হবে আর দিতেছেন ও।  লজ্জা বা বিবেক বুদ্ধি বলতে কিছু থাকলে অফ যান ।,না
"তোমার মত পুটিকে পাওা দিলে  মান সম্মানের ক্ষতি হবে,তাইতো কোন পাল্টা রিয়েক্ট দেখায়নি,তোমার মতন কুওায় তো ঘোউ ঘোউ করবেই ।",হ্যাঁ
ক কালে মত পুরস্কারকে রোস্ট করার জন্যও গালি খেয়েছিলাম। নোবেল অস্কার এগুলাতো কিছুইনা ।,হ্যাঁ
এটা একটা প্রবাদ টাইপ।ও বইলা ভুল করে নাই। ভুল হলে  নিজে বলবে আপনি মাঝখান থেকে দালালি করে সাবস্ক্রাইবার চাচ্ছেন ক্যান!,না
সদ্য কিশোর পেরনো একটা ছেলে। আবেগে অনেক কথায় সে বলতে পারে। তারপরও জাতীয় সংগীত নিয়ে তার কথা ম্যাচিউরড মনে হয়েছে ।,না
"আহারে আমার ভাই,আপনার এই অবস্থা দেখে খুবই কষ্ট হচ্ছে দেশপ্রেম,জাতীয় সঙ্গীতদিয়ে যখন কাজ হলো না তখন ,সেই তুমি গান,চোখের পানি ফেলে ইমোশনাল ব্ল্যাকম্যাল করতে চাইলেন।",না
"   তুমার বিরুধিতাকির সবাই ফ্যান না,  তাই ঘটনার আগে আমিও চিনতামও না  ব্যাক্তি    সবাই সমর্থন করছেনা, সমর্থন করছে তার কথাকে ।",না
ভাই আপনি ইংলিশে এত স্ট্যাটাস দেন।কিন্তু তার এই সিম্পল ইংলিশ বুঝতে পারলেন না কেন?সে বলেছে সে পর্যন্ত কাজ করো যে পর্যন্ত না তোমার আইডলের প্রতিদ্বন্দ্বী হতে না পারো । ,না
ভাইরে ভাই! মানুষ কতোটা বেহায়া হইতে পারে! তার শেষ ভিডিওতেই সে বলল  নিয়ে আর কথা বলবে না! কয়েক ঘন্টা পরেই বিপক্ষে নতুন একটা ইষ্যু নিয়ে হাজির ।,না
আর একসাথে কন্সার্ট করছে। কেউ তোমাকে তোদে না ।,না
চিল্লাইয়া মার্কেট পাওন যাইবো???  আর কত চিল্লাবি ক..  এতো যন্ত্রণা..  আসিফ আকবরের গান শোন..  এতো কষ্ট মেনে নেওয়া যায় না।,না
"""জাতীয় সঙ্গীত নিয়েতেমন কিছুই বলেনি,আর বোকাছদা তিলকে তাল বানায় ফেলছে ।",হ্যাঁ
"আপনাকে কেউ চেনে না বলে হিংসে হচ্ছে?  পিছনে লেগে নিজের যশ বাড়াতে চাচ্ছেন? দেখে যান, শেষ পর্যন্ত কী হয় ।শালার কুত্তানেশন ।",হ্যাঁ
 বিভিন্ন ভাবেই হওয়া যায়। শুধু গানের ক্ষেত্রে কেনl হবে? আর জায়গায়। জায়গায়।  স্যার একজন লিজেন্ড।,না
এর পার্সোনালিটির সাথে আপনি একেবারেই যান না ত।একুশ বছর বয়সী জানে পঁচা শামুকে পা কাটতে নেই ।,না
এখানে এই ক্যাপশনে আমি কোনো খারাপ দেখছি নাহ। একটা গুরু কি চায়!!?? তার ছাত্ররা তার থেকে বড় হোক।,না
